complaint_id,filed_time,fraud_type,amount,victim_district
CYB-2026-11737,2026-09-15T22:55:00,Romance Scam,8000,Nagpur
CYB-2026-11738,2026-09-12T10:03:00,Investment Fraud,5000,Mumbai Suburban
CYB-2026-11739,2026-09-26T14:32:00,Romance Scam,75000,Indore
CYB-2026-11740,2026-09-10T18:07:00,Romance Scam,8000,Indore
CYB-2026-11741,2026-09-27T11:26:00,Loan-App Fraud,5000,Kochi
CYB-2026-11742,2026-09-23T10:39:00,Job Fraud,25000,Lucknow
CYB-2026-11743,2026-09-07T12:10:00,Job Fraud,5000,South Delhi
CYB-2026-11744,2026-09-12T18:11:00,Romance Scam,25000,Bengaluru Urban
CYB-2026-11745,2026-09-24T08:31:00,Investment Fraud,120000,Pune
CYB-2026-11746,2026-09-23T08:12:00,Romance Scam,5000,Kolkata
CYB-2026-11747,2026-09-06T16:09:00,OTP Fraud,250000,Pune
CYB-2026-11748,2026-09-28T06:08:00,Loan-App Fraud,5000,Lucknow
CYB-2026-11749,2026-09-15T08:21:00,OTP Fraud,8000,Jaipur
CYB-2026-11750,2026-09-21T17:00:00,Romance Scam,15000,Bhopal
CYB-2026-11751,2026-09-17T17:17:00,Romance Scam,120000,Mumbai Suburban
CYB-2026-11752,2026-09-06T22:55:00,Investment Fraud,25000,Kochi
CYB-2026-11753,2026-09-07T13:11:00,SIM-Swap,8000,Ahmedabad
CYB-2026-11754,2026-09-16T08:43:00,OTP Fraud,8000,Chandigarh
CYB-2026-11755,2026-09-20T09:57:00,Investment Fraud,2000,Central Delhi
CYB-2026-11756,2026-09-17T07:28:00,OTP Fraud,15000,Nagpur
CYB-2026-11757,2026-09-16T00:22:00,Romance Scam,2000,South Delhi
CYB-2026-11758,2026-09-16T00:51:00,SIM-Swap,48000,Kolkata
CYB-2026-11759,2026-09-04T00:48:00,SIM-Swap,75000,Chandigarh
CYB-2026-11760,2026-09-28T02:23:00,Loan-App Fraud,8000,Ahmedabad
CYB-2026-11761,2026-09-11T19:53:00,Romance Scam,25000,Lucknow
CYB-2026-11762,2026-09-30T01:59:00,OTP Fraud,250000,Ahmedabad
CYB-2026-11763,2026-09-03T10:38:00,Romance Scam,8000,Chennai
CYB-2026-11764,2026-09-30T02:33:00,Investment Fraud,2000,Kolkata
CYB-2026-11765,2026-09-23T09:11:00,OTP Fraud,250000,Mumbai City
CYB-2026-11766,2026-09-04T08:41:00,Investment Fraud,120000,Mumbai Suburban
CYB-2026-11767,2026-09-07T08:30:00,Romance Scam,5000,Indore
CYB-2026-11768,2026-09-24T01:11:00,Romance Scam,48000,Bhopal
CYB-2026-11769,2026-09-20T06:07:00,Investment Fraud,5000,South Delhi
CYB-2026-11770,2026-09-17T06:49:00,SIM-Swap,5000,Guwahati
CYB-2026-11771,2026-09-18T13:16:00,Loan-App Fraud,120000,Bengaluru Urban
CYB-2026-11772,2026-09-17T06:09:00,Loan-App Fraud,75000,Jaipur
CYB-2026-11773,2026-09-29T20:49:00,Job Fraud,48000,Mumbai Suburban
CYB-2026-11774,2026-09-18T04:57:00,Romance Scam,5000,Indore
CYB-2026-11775,2026-10-01T02:19:00,SIM-Swap,120000,Hyderabad
CYB-2026-11776,2026-09-22T22:48:00,Romance Scam,120000,Chennai
CYB-2026-11777,2026-09-08T05:52:00,Romance Scam,2000,Mumbai Suburban
CYB-2026-11778,2026-09-24T08:05:00,OTP Fraud,2000,Surat
CYB-2026-11779,2026-09-05T16:22:00,Romance Scam,75000,Hyderabad
CYB-2026-11780,2026-09-15T05:33:00,Job Fraud,15000,Central Delhi
CYB-2026-11781,2026-09-10T02:36:00,Romance Scam,48000,Mumbai Suburban
CYB-2026-11782,2026-09-21T19:16:00,Romance Scam,5000,Bengaluru Urban
CYB-2026-11783,2026-09-09T10:16:00,OTP Fraud,15000,Surat
CYB-2026-11784,2026-09-20T04:41:00,Loan-App Fraud,5000,Lucknow
CYB-2026-11785,2026-09-26T12:33:00,Investment Fraud,8000,Kolkata
CYB-2026-11786,2026-09-27T23:20:00,SIM-Swap,5000,Kolkata
CYB-2026-11787,2026-09-24T01:37:00,OTP Fraud,5000,Mumbai Suburban
CYB-2026-11788,2026-09-26T09:09:00,Job Fraud,15000,Jaipur
CYB-2026-11789,2026-09-30T01:56:00,Job Fraud,5000,Jaipur
CYB-2026-11790,2026-09-01T08:25:00,Job Fraud,25000,Jaipur
CYB-2026-11791,2026-09-22T03:06:00,Job Fraud,250000,Hyderabad
CYB-2026-11792,2026-09-22T01:57:00,Loan-App Fraud,48000,Kochi
CYB-2026-11793,2026-09-29T05:36:00,Romance Scam,25000,Mumbai City
CYB-2026-11794,2026-09-03T07:40:00,Job Fraud,48000,Kochi
CYB-2026-11795,2026-09-02T22:54:00,Romance Scam,75000,Jaipur
CYB-2026-11796,2026-09-04T09:44:00,Job Fraud,120000,Central Delhi
CYB-2026-11797,2026-09-10T05:28:00,Job Fraud,15000,South Delhi
CYB-2026-11798,2026-09-14T07:03:00,Investment Fraud,25000,Mumbai City
CYB-2026-11799,2026-09-23T02:20:00,OTP Fraud,2000,Hyderabad
CYB-2026-11800,2026-09-09T10:43:00,Job Fraud,75000,Patna
CYB-2026-11801,2026-09-15T01:26:00,Job Fraud,75000,Pune
CYB-2026-11802,2026-10-01T05:38:00,Romance Scam,75000,Indore
CYB-2026-11803,2026-09-17T19:24:00,Investment Fraud,250000,Mumbai Suburban
CYB-2026-11804,2026-09-28T05:12:00,Loan-App Fraud,250000,Nagpur
CYB-2026-11805,2026-09-19T08:12:00,Romance Scam,8000,Ahmedabad
CYB-2026-11806,2026-09-04T14:36:00,Romance Scam,75000,Mumbai City
CYB-2026-11807,2026-09-29T16:06:00,Job Fraud,2000,Indore
CYB-2026-11808,2026-09-17T18:16:00,Romance Scam,48000,Bhopal
CYB-2026-11809,2026-09-14T07:56:00,Romance Scam,5000,Kochi
CYB-2026-11810,2026-09-28T03:35:00,Job Fraud,5000,Bhopal
CYB-2026-11811,2026-09-08T00:56:00,Job Fraud,75000,Chandigarh
CYB-2026-11812,2026-09-09T17:42:00,Loan-App Fraud,48000,Bengaluru Urban
CYB-2026-11813,2026-09-04T15:14:00,OTP Fraud,25000,Chennai
CYB-2026-11814,2026-09-28T06:37:00,Investment Fraud,2000,Patna
CYB-2026-11815,2026-09-02T06:33:00,Romance Scam,15000,Pune
CYB-2026-11816,2026-09-10T03:36:00,Job Fraud,48000,Kochi
CYB-2026-11817,2026-09-22T00:07:00,Romance Scam,2000,Hyderabad
CYB-2026-11818,2026-09-03T04:55:00,Job Fraud,48000,Patna
CYB-2026-11819,2026-09-22T11:21:00,Job Fraud,15000,Bengaluru Urban
CYB-2026-11820,2026-09-14T11:25:00,Investment Fraud,250000,Ahmedabad
CYB-2026-11821,2026-09-10T18:39:00,Romance Scam,75000,Lucknow
CYB-2026-11822,2026-09-25T17:23:00,Investment Fraud,25000,Pune
CYB-2026-11823,2026-09-01T09:04:00,Loan-App Fraud,15000,Kolkata
CYB-2026-11824,2026-09-02T14:54:00,Job Fraud,5000,Bhopal
CYB-2026-11825,2026-09-18T06:18:00,Investment Fraud,25000,Kolkata
CYB-2026-11826,2026-09-05T13:44:00,SIM-Swap,120000,Bhopal
CYB-2026-11827,2026-10-01T00:33:00,OTP Fraud,75000,Nagpur
CYB-2026-11828,2026-09-03T10:25:00,Job Fraud,48000,Guwahati
CYB-2026-11829,2026-09-10T06:47:00,SIM-Swap,48000,South Delhi
CYB-2026-11830,2026-09-25T23:25:00,SIM-Swap,250000,Indore
CYB-2026-11831,2026-09-25T12:53:00,Investment Fraud,250000,Central Delhi
CYB-2026-11832,2026-09-28T09:16:00,Investment Fraud,8000,South Delhi
CYB-2026-11833,2026-09-22T12:53:00,Investment Fraud,75000,Pune
CYB-2026-11834,2026-09-24T23:49:00,SIM-Swap,75000,South Delhi
CYB-2026-11835,2026-09-27T13:04:00,SIM-Swap,250000,Surat
CYB-2026-11836,2026-09-30T08:00:00,Job Fraud,120000,Surat
CYB-2026-11837,2026-09-17T07:18:00,SIM-Swap,8000,Guwahati
CYB-2026-11838,2026-09-27T02:55:00,SIM-Swap,2000,Central Delhi
CYB-2026-11839,2026-09-13T20:40:00,Investment Fraud,5000,South Delhi
CYB-2026-11840,2026-09-13T01:01:00,SIM-Swap,15000,Lucknow
CYB-2026-11841,2026-09-27T07:06:00,SIM-Swap,75000,Ahmedabad
CYB-2026-11842,2026-09-15T04:52:00,Loan-App Fraud,2000,Kochi
CYB-2026-11843,2026-09-29T18:12:00,SIM-Swap,2000,Kochi
CYB-2026-11844,2026-09-09T20:32:00,Loan-App Fraud,75000,Surat
CYB-2026-11845,2026-09-16T07:33:00,Investment Fraud,5000,Jaipur
CYB-2026-11846,2026-09-08T00:31:00,OTP Fraud,2000,South Delhi
CYB-2026-11847,2026-09-08T12:53:00,OTP Fraud,5000,Indore
CYB-2026-11848,2026-09-19T16:36:00,Romance Scam,5000,Pune
CYB-2026-11849,2026-09-01T10:46:00,Loan-App Fraud,25000,Ahmedabad
CYB-2026-11850,2026-09-15T10:21:00,SIM-Swap,15000,Chennai
CYB-2026-11851,2026-09-02T13:55:00,OTP Fraud,250000,Bengaluru Urban
CYB-2026-11852,2026-09-26T22:17:00,OTP Fraud,120000,Ahmedabad
CYB-2026-11853,2026-09-06T03:45:00,SIM-Swap,8000,South Delhi
CYB-2026-11854,2026-09-06T11:04:00,Loan-App Fraud,75000,Bengaluru Urban
CYB-2026-11855,2026-09-18T10:47:00,Job Fraud,8000,Mumbai Suburban
CYB-2026-11856,2026-09-06T23:32:00,Job Fraud,8000,Guwahati
CYB-2026-11857,2026-09-25T21:26:00,Romance Scam,250000,Chandigarh
CYB-2026-11858,2026-09-26T10:28:00,Job Fraud,2000,Jaipur
CYB-2026-11859,2026-09-02T03:14:00,Romance Scam,75000,Kolkata
CYB-2026-11860,2026-09-13T02:56:00,Job Fraud,2000,Chandigarh
CYB-2026-11861,2026-09-07T17:24:00,OTP Fraud,250000,Guwahati
CYB-2026-11862,2026-09-30T13:18:00,OTP Fraud,75000,Kolkata
CYB-2026-11863,2026-09-16T11:34:00,OTP Fraud,75000,Patna
CYB-2026-11864,2026-09-09T22:31:00,Job Fraud,5000,Bengaluru Urban
CYB-2026-11865,2026-09-26T13:42:00,Job Fraud,25000,Indore
CYB-2026-11866,2026-09-05T22:15:00,Romance Scam,48000,Bengaluru Urban
CYB-2026-11867,2026-09-27T14:24:00,Job Fraud,48000,Chandigarh
CYB-2026-11868,2026-09-23T20:09:00,OTP Fraud,250000,Ahmedabad
CYB-2026-11869,2026-09-11T16:49:00,SIM-Swap,8000,South Delhi
CYB-2026-11870,2026-10-01T00:17:00,Romance Scam,48000,Chennai
CYB-2026-11871,2026-09-21T07:28:00,Loan-App Fraud,25000,South Delhi
CYB-2026-11872,2026-09-25T12:48:00,Romance Scam,5000,Patna
CYB-2026-11873,2026-09-19T01:03:00,Job Fraud,250000,Guwahati
CYB-2026-11874,2026-09-03T07:17:00,SIM-Swap,48000,Chandigarh
CYB-2026-11875,2026-09-06T13:18:00,OTP Fraud,5000,South Delhi
CYB-2026-11876,2026-09-20T00:04:00,Job Fraud,5000,Guwahati
CYB-2026-11877,2026-09-08T07:09:00,Investment Fraud,48000,Nagpur
CYB-2026-11878,2026-09-28T23:01:00,Investment Fraud,250000,Kolkata
CYB-2026-11879,2026-09-03T09:47:00,Job Fraud,25000,Ahmedabad
CYB-2026-11880,2026-09-21T22:58:00,Job Fraud,250000,Guwahati
CYB-2026-11881,2026-09-07T10:45:00,Job Fraud,15000,Bhopal
CYB-2026-11882,2026-09-18T09:39:00,Investment Fraud,15000,Guwahati
CYB-2026-11883,2026-09-12T04:08:00,SIM-Swap,2000,Chandigarh
CYB-2026-11884,2026-09-07T04:34:00,SIM-Swap,120000,Jaipur
CYB-2026-11885,2026-09-30T18:33:00,SIM-Swap,8000,Jaipur
CYB-2026-11886,2026-09-23T14:53:00,OTP Fraud,250000,Bengaluru Urban
CYB-2026-11887,2026-09-11T19:01:00,Romance Scam,48000,Bhopal
CYB-2026-11888,2026-09-20T22:43:00,Romance Scam,2000,Lucknow
CYB-2026-11889,2026-09-25T20:15:00,Job Fraud,250000,Chandigarh
CYB-2026-11890,2026-09-21T02:45:00,Job Fraud,25000,Pune
CYB-2026-11891,2026-09-18T11:39:00,SIM-Swap,2000,Chennai
CYB-2026-11892,2026-09-11T14:33:00,Job Fraud,15000,Kolkata
CYB-2026-11893,2026-09-12T20:11:00,OTP Fraud,48000,Hyderabad
CYB-2026-11894,2026-09-02T06:44:00,Romance Scam,25000,Bengaluru Urban
CYB-2026-11895,2026-09-22T22:39:00,Romance Scam,250000,Indore
CYB-2026-11896,2026-09-18T13:11:00,Investment Fraud,2000,Jaipur
CYB-2026-11897,2026-09-21T04:05:00,SIM-Swap,2000,Central Delhi
CYB-2026-11898,2026-09-26T12:22:00,SIM-Swap,48000,Hyderabad
CYB-2026-11899,2026-09-23T22:49:00,Job Fraud,5000,Patna
CYB-2026-11900,2026-09-02T23:42:00,OTP Fraud,250000,Central Delhi
CYB-2026-11901,2026-10-01T02:27:00,SIM-Swap,120000,Kochi
CYB-2026-11902,2026-09-22T07:22:00,Investment Fraud,25000,Ahmedabad
CYB-2026-11903,2026-09-04T15:09:00,Investment Fraud,250000,Chennai
CYB-2026-11904,2026-09-23T14:46:00,Investment Fraud,25000,Jaipur
CYB-2026-11905,2026-09-09T02:12:00,Loan-App Fraud,5000,Bengaluru Urban
CYB-2026-11906,2026-09-05T06:43:00,SIM-Swap,250000,South Delhi
CYB-2026-11907,2026-09-28T21:51:00,Romance Scam,25000,Mumbai City
CYB-2026-11908,2026-09-11T20:44:00,SIM-Swap,25000,Guwahati
CYB-2026-11909,2026-09-12T03:17:00,Romance Scam,25000,Pune
CYB-2026-11910,2026-09-28T04:41:00,Investment Fraud,25000,Indore
CYB-2026-11911,2026-09-27T10:50:00,OTP Fraud,2000,Guwahati
CYB-2026-11912,2026-09-29T17:47:00,Romance Scam,75000,Kochi
CYB-2026-11913,2026-09-14T11:22:00,Romance Scam,2000,Lucknow
CYB-2026-11914,2026-09-22T20:33:00,Job Fraud,75000,Ahmedabad
CYB-2026-11915,2026-09-08T04:03:00,Romance Scam,15000,Mumbai City
CYB-2026-11916,2026-09-09T19:18:00,OTP Fraud,75000,Hyderabad
CYB-2026-11917,2026-09-19T07:51:00,Romance Scam,15000,Pune
CYB-2026-11918,2026-09-13T17:39:00,OTP Fraud,2000,Indore
CYB-2026-11919,2026-09-25T21:41:00,SIM-Swap,250000,Indore
CYB-2026-11920,2026-09-25T03:00:00,Loan-App Fraud,48000,Indore
CYB-2026-11921,2026-09-02T08:08:00,Romance Scam,15000,Jaipur
CYB-2026-11922,2026-09-12T20:53:00,Romance Scam,120000,Ahmedabad
CYB-2026-11923,2026-09-27T10:08:00,Loan-App Fraud,120000,Kochi
CYB-2026-11924,2026-09-04T08:45:00,Romance Scam,5000,Bhopal
CYB-2026-11925,2026-09-18T12:03:00,Investment Fraud,48000,Kolkata
CYB-2026-11926,2026-09-13T15:51:00,SIM-Swap,48000,Kolkata
CYB-2026-11927,2026-09-07T12:22:00,SIM-Swap,8000,Kochi
CYB-2026-11928,2026-09-21T12:04:00,SIM-Swap,15000,Patna
CYB-2026-11929,2026-09-10T01:32:00,Job Fraud,25000,Central Delhi
CYB-2026-11930,2026-09-29T20:20:00,Job Fraud,25000,Indore
CYB-2026-11931,2026-09-16T12:19:00,Job Fraud,5000,Jaipur
CYB-2026-11932,2026-09-05T02:20:00,Loan-App Fraud,120000,Ahmedabad
CYB-2026-11933,2026-09-15T18:21:00,SIM-Swap,8000,Chennai
CYB-2026-11934,2026-09-05T09:30:00,SIM-Swap,2000,South Delhi
CYB-2026-11935,2026-09-19T16:24:00,Romance Scam,5000,Chennai
CYB-2026-11936,2026-09-25T21:48:00,Loan-App Fraud,15000,Hyderabad
CYB-2026-11937,2026-09-13T17:11:00,Romance Scam,120000,Kochi
CYB-2026-11938,2026-09-04T13:43:00,Investment Fraud,2000,Kochi
CYB-2026-11939,2026-09-24T17:48:00,SIM-Swap,250000,Lucknow
CYB-2026-11940,2026-09-26T18:00:00,Romance Scam,250000,Mumbai Suburban
CYB-2026-11941,2026-09-02T03:19:00,Romance Scam,8000,Indore
CYB-2026-11942,2026-09-01T21:09:00,OTP Fraud,15000,Kochi
CYB-2026-11943,2026-09-20T05:22:00,Job Fraud,75000,Surat
CYB-2026-11944,2026-09-21T01:20:00,Loan-App Fraud,120000,Jaipur
CYB-2026-11945,2026-09-20T16:28:00,Loan-App Fraud,120000,Patna
CYB-2026-11946,2026-09-04T00:38:00,Loan-App Fraud,8000,Bhopal
CYB-2026-11947,2026-09-12T05:48:00,Loan-App Fraud,2000,Nagpur
CYB-2026-11948,2026-09-13T14:50:00,Loan-App Fraud,120000,Patna
CYB-2026-11949,2026-09-28T13:53:00,Romance Scam,15000,Hyderabad
CYB-2026-11950,2026-09-11T05:19:00,Loan-App Fraud,120000,Bengaluru Urban
CYB-2026-11951,2026-09-15T10:59:00,Job Fraud,8000,Hyderabad
CYB-2026-11952,2026-09-10T19:58:00,Job Fraud,250000,Kolkata
CYB-2026-11953,2026-09-25T02:05:00,Job Fraud,48000,Mumbai Suburban
CYB-2026-11954,2026-09-07T19:22:00,SIM-Swap,5000,Ahmedabad
CYB-2026-11955,2026-09-10T06:30:00,Romance Scam,75000,Guwahati
CYB-2026-11956,2026-09-02T06:57:00,Investment Fraud,15000,Bengaluru Urban
CYB-2026-11957,2026-09-30T19:15:00,SIM-Swap,250000,Patna
CYB-2026-11958,2026-09-27T12:14:00,Job Fraud,250000,Bhopal
CYB-2026-11959,2026-09-07T22:09:00,Investment Fraud,120000,Patna
CYB-2026-11960,2026-09-28T09:30:00,Investment Fraud,25000,Central Delhi
CYB-2026-11961,2026-09-08T01:25:00,OTP Fraud,5000,Central Delhi
CYB-2026-11962,2026-09-17T05:18:00,Loan-App Fraud,75000,Chandigarh
CYB-2026-11963,2026-09-20T15:23:00,OTP Fraud,75000,Central Delhi
CYB-2026-11964,2026-09-08T06:29:00,SIM-Swap,75000,Jaipur
CYB-2026-11965,2026-09-29T07:13:00,OTP Fraud,2000,Nagpur
CYB-2026-11966,2026-09-12T11:42:00,Romance Scam,25000,Bhopal
CYB-2026-11967,2026-09-27T07:25:00,Job Fraud,2000,Lucknow
CYB-2026-11968,2026-09-24T02:49:00,Job Fraud,15000,Chandigarh
CYB-2026-11969,2026-09-08T01:37:00,OTP Fraud,15000,South Delhi
CYB-2026-11970,2026-09-09T07:07:00,Investment Fraud,5000,Bengaluru Urban
CYB-2026-11971,2026-09-14T21:18:00,OTP Fraud,2000,Hyderabad
CYB-2026-11972,2026-09-03T06:21:00,Investment Fraud,15000,Surat
CYB-2026-11973,2026-09-01T07:23:00,Romance Scam,5000,Chennai
CYB-2026-11974,2026-09-05T13:24:00,Romance Scam,250000,Mumbai City
CYB-2026-11975,2026-09-28T05:50:00,SIM-Swap,15000,Surat
CYB-2026-11976,2026-09-10T12:49:00,Job Fraud,8000,Indore
CYB-2026-11977,2026-09-03T03:58:00,Loan-App Fraud,25000,South Delhi
CYB-2026-11978,2026-09-08T06:45:00,Romance Scam,120000,Kolkata
CYB-2026-11979,2026-09-05T11:54:00,SIM-Swap,8000,Mumbai Suburban
CYB-2026-11980,2026-09-29T05:17:00,Loan-App Fraud,15000,Hyderabad
CYB-2026-11981,2026-09-28T13:23:00,Investment Fraud,75000,Indore
CYB-2026-11982,2026-09-19T16:18:00,OTP Fraud,25000,Mumbai Suburban
CYB-2026-11983,2026-09-12T22:20:00,OTP Fraud,2000,Indore
CYB-2026-11984,2026-09-16T09:05:00,SIM-Swap,250000,South Delhi
CYB-2026-11985,2026-09-23T10:03:00,OTP Fraud,25000,Pune
CYB-2026-11986,2026-09-29T18:57:00,SIM-Swap,250000,Jaipur
CYB-2026-11987,2026-09-29T22:08:00,Job Fraud,75000,Mumbai Suburban
CYB-2026-11988,2026-09-05T02:37:00,Romance Scam,5000,Patna
CYB-2026-11989,2026-09-18T01:40:00,Romance Scam,75000,Bengaluru Urban
CYB-2026-11990,2026-09-16T17:35:00,Loan-App Fraud,8000,Lucknow
CYB-2026-11991,2026-09-29T17:41:00,OTP Fraud,48000,Chennai
CYB-2026-11992,2026-09-11T17:09:00,Job Fraud,25000,Pune
CYB-2026-11993,2026-09-11T13:05:00,Investment Fraud,5000,Kolkata
CYB-2026-11994,2026-09-25T09:53:00,Romance Scam,8000,Chennai
CYB-2026-11995,2026-09-16T21:31:00,Romance Scam,120000,Guwahati
CYB-2026-11996,2026-09-23T17:34:00,SIM-Swap,8000,Lucknow
CYB-2026-11997,2026-09-12T14:33:00,OTP Fraud,25000,Lucknow
CYB-2026-11998,2026-09-03T06:20:00,Romance Scam,250000,Pune
CYB-2026-11999,2026-09-07T10:50:00,SIM-Swap,75000,Pune
